text_a	bd_label	entity_label
经 多 代 学 者 的 研 究 努 力 ， 肾 母 细 胞 瘤 的 低 存 活 率 迅 速 得 到 提 高 ， 其 生 存 率 1 9 4 0 年 为 2 5 % ， 至 今 已 上 升 至 9 0 % 左 右 。	O O O O O O O O O O O B M M M E O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	dis
该 肿 瘤 对 放 疗 无 效 ， 化 疗 很 少 能 完 全 治 疗 ， 肿 瘤 多 向 肺 转 移 ， 达 8 0 % 左 右 ， 其 次 为 淋 巴 结 ， 也 可 能 转 移 至 肝 、 脾 、 胰 、 脑 等 部 位 ， 总 之 未 能 手 术 完 全 切 除 者 ， 预 后 极 差 。	O B E O B E O O O B E O O O O O O O O B E O O S O O O O O O O O O O O O O B M E O O O O O O O S O S O S O S O O O O O O O O B E O O O O O O O O O O O	dis pro pro dis bod bod bod bod bod bod pro
在 特 殊 情 况 下 ， 首 发 症 状 可 为 急 性 肝 功 能 衰 竭 伴 大 量 铜 突 然 释 放 入 血 引 起 溶 血 性 贫 血 。	O O O O O O O O O O O O O B M S M M M E B M M S M M M M M S B M M M M M E O	O sym O O O bod O O O O O sym O bod O O bod O sym
④ 周 围 血 嗜 酸 性 粒 细 胞 增 多 ； ⑤ 血 清 沉 淀 抗 体 I g G 阳 性 ； ⑥ 血 清 总 I g E 升 高 （ ＞ 1 0 0 0 U / L ） ； ⑦ 中 央 型 支 扩 ； ⑧ 血 清 曲 霉 菌 特 异 性 I g G 和 I g E 抗 体 两 倍 以 上 增 高 。	O B M M M M M M M M M E O O B M M M M M M M M M E O O B M M M M M M M M M M M M M M M M E O O B M M M E O O B M M M M M M M M M M M M M M M M M M M M M E O	sym sym sym sym sym
每 月 定 期 使 用 I V I G 的 指 征 为 低 丙 种 球 蛋 白 血 症 ， 抗 体 反 应 低 下 和 适 当 的 抗 微 生 物 不 能 控 制 的 反 复 感 染 。	O O O O O O B M M E O O O O B M M M M M M E O B E O O O O O O O O O O O O O O O O O O O O O O	pro dis bod
参 考 文 献 1 . B e h r m a n R E ， e t a l . N e l s o n T e x t b o o k o f P e d i a t r i c s . 1 6 t h < / s u p > e d ， 2 0 0 0 ： 1 5 7 7 2 . 杨 霁 云 ， 白 克 敏 主 编 . 小 儿 肾 脏 病 临 床 与 基 础 . 北 京 ： 人 民 卫 生 出 版 社 ， 2 0 0 0 ： 1 9 8 3 . 林 善 锬 主 编 . 当 代 肾 脏 病 学 .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B M E O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B M E O O	dis dis
【 鉴 别 诊 断 】 急 性 T I N 应 与 急 性 肾 小 球 肾 炎 、 急 性 肾 小 管 坏 死 （ A T N ） 和 血 管 炎 区 别 。	O O O O O O B M M M E O O B M M M M M E O B M M M M M E O B M E O O B M E O O O	dis dis dis dis dis
参 考 文 献 1 . 吴 育 锦 ， 隋 邦 森 ， 贾 礼 明 ， 等 . 脑 内 小 脓 肿 4 0 例 临 床 研 究 . 中 华 神 经 精 神 科 杂 志 ， 1 9 8 8 ， 2 1 ： 3 5 2 - 3 5 2 2 . 董 宇 为 ， 夏 学 巍 ， 杜 怡 庆 等 . 儿 童 脑 脓 肿 的 显 微 外 科 治 疗 体 会 . 中 华 小 儿 外 科 杂 志 ， 2 0 1 0 ， 3 1 （ 1 ） ： 1 - 1 3 . S u T M ， L i n Y C ，	O O O O O O O O O O O O O O O O O O O O B M M M E O O O O O O O O O O B M M M E O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B M M M E O O O B E O O O O O O O O O B E O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	dis dep dis dep dep
临 床 上 多 表 现 为 突 然 意 识 丧 失 ， 全 身 骨 骼 肌 群 阵 挛 性 或 强 直 性 或 局 限 性 抽 搐 ， 一 般 经 数 秒 至 数 分 钟 后 缓 解 ， 若 惊 厥 时 间 超 过 3 0 分 钟 或 频 繁 惊 厥 中 间 无 清 醒 者 ， 称 之 为 惊 厥 持 续 状 态 。	O O O O O O O B M M M M E O B M M M M M M M E O B M M M M M M M E O O O O O O O O O O O O O O O B E O O O O O O O O O O O B E O O O O O O O O O O B E O O O O O	sym sym sym dis dis dis
可 用 苯 巴 比 妥 ， 负 荷 量 1 5 ～ 2 0 m g / k g ， 缓 慢 静 脉 注 射 或 肌 注 ， 如 未 能 止 痉 ， 隔 3 0 分 钟 加 用 5 m g / k g ， 直 至 负 荷 量 3 0 m g / k g ， 给 负 荷 量 2 4 小 时 后 ， 给 维 持 量 每 天 5 m g / k g ， 给 1 次 。	O O B M M E O O O O O O O O O O O O O O O O O B M M E O B E O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	dru pro pro
2 0 0 0 年 ， 南 非 的 调 查 发 现 ， 有 1 3 的 0 ～ 4 岁 儿 童 患 维 生 素 A 缺 乏 症 ， 在 同 年 调 查 3 0 0 0 名 死 亡 儿 童 中 发 现 ， 2 8 % 的 儿 童 死 于 因 维 生 素 A 缺 乏 症 导 致 的 腹 泻 ， 2 3 % 死 于 因 维 生 素 A 缺 乏 症 导 致 的 麻 疹 ， 2 1 % 死 于 因 维 生 素 A 缺 乏 症 导 致 的 疟 疾 。	O O O O O O O O O O O O O O O O O O O O O O O O O B M M M M M E O O O O O O O O O O O O O O O O O O O O O O O O O O O O B M M M M M E O O O B E O O O O O O O B M M M M M E O O O B E O O O O O O O B M M M M M E O O O B E O	dis dis sym dis dis dis dis
M 型 超 声 左 心 房 与 主 动 脉 根 部 内 径 比 值 超 过 1 . 3 表 示 有 较 大 的 左 向 右 的 分 流 。	B M M E B M E O B M E O O O O O O O O O O O O O O O O O O O O O O O O	pro O bod bod
【 I C U 发 展 趋 势 】 I C U 的 建 立 和 重 症 监 护 技 术 的 发 展 带 动 了 对 专 业 技 术 人 才 的 培 养 和 学 科 的 发 展 ， 危 重 病 医 学 本 身 也 超 越 了 传 统 医 学 专 科 的 专 业 界 限 ， 形 成 了 一 门 多 学 科 、 多 专 业 互 相 交 叉 、 互 相 渗 透 的 边 缘 科 学 ， 急 诊 医 学 也 逐 渐 成 为 了 一 门 高 度 发 展 的 专 业 。	O B M E O O O O O B M E O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	dep dep
4 . 其 他 并 发 症 状 消 化 系 统 常 见 消 耗 综 合 征 （ 定 义 见 临 床 分 型 ） 。	O O O O O O O O B M M M M M M M M M E O O O O O O O O O O	dis
随 着 诊 断 与 治 疗 技 术 的 不 断 发 展 ， 外 科 医 生 越 来 越 需 要 其 他 相 关 专 业 参 与 儿 童 肿 瘤 的 诊 治 工 作 。	O O O O O O O O O O O O O O O B E O O O O O O O O O O O O O O O B M M E O O O O O O	dep dis
2 . 出 血 时 间 延 长 。	O O B M M M M E O	sym
结 晶 出 现 常 提 示 尿 胱 氨 酸 浓 度 超 过 2 0 0 ～ 2 5 0 m g / L 。	B M M M M M M B M M E M M M M M M M M M M M M M M E O	O sym bod O
2 0 0 6 年 在 复 旦 大 学 附 属 儿 童 医 院 进 行 的 化 脑 病 原 学 流 行 病 学 研 究 ， 最 后 提 出 肺 炎 链 球 菌 、 B 型 流 感 嗜 血 杆 菌 及 脑 膜 炎 奈 瑟 菌 仍 是 上 海 地 区 化 脑 儿 童 的 主 要 病 原 菌 。	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B M M M E O B M M M M M M E O B M M M M E O O O O O O O O O O O O O B M E O	mic mic mic mic
有 2 % 没 有 治 疗 的 病 人 发 生 全 身 性 动 脉 瘤 ， 通 常 这 些 患 者 亦 有 冠 状 动 脉 瘤 。	O O O O O O O O O O O O B M M M M E O O O O O O O O O B M M M E O	sym dis
W D 蛋 白 有 3 个 功 能 区 ： 第 一 区 为 金 属 离 子 结 合 区 ； 第 二 区 为 功 能 区 ， W D 基 因 突 变 常 涉 及 此 区 ； 第 三 区 为 跨 膜 区 。	B M M E O O O O O O O O O O O B M M M M M E O O O O O B M E O B M M E O O O O O O O O O O O O B M E O	bod bod bod bod bod
【 预 后 】 儿 童 S L E 的 预 后 与 疾 病 的 活 动 程 度 （ 多 用 S L E D A I 计 分 评 估 ） 、 肾 脏 损 害 的 类 型 和 进 展 情 况 、 临 床 血 管 炎 的 表 现 以 及 多 系 统 受 累 的 情 况 有 关 。	O O O O O O B M E O O O O O O O O O O O O O O O O O O O O O O O O O O B E O O O O O O O O O O O B M M M E O O O O O O O O O O O O O O O O	dis bod dis
自 膨 胀 性 I n S t e n t 利 用 镍 钛 合 金 的 热 形 态 记 忆 ， 其 初 步 的 临 床 结 果 是 令 人 鼓 舞 的 。	B M M M M M M M M M E O O O O O O O O O O O O O O O O O O O O O O O O O O O O	equ
乳 类 包 括 母 乳 、 牛 乳 、 羊 乳 和 婴 儿 配 方 乳 。	O O O O B E O O O O O O O O O O O O O	bod
约 有 1 5 % 病 例 发 展 成 慢 性 肾 衰 竭 、 持 续 高 血 压 或 神 经 系 统 后 遗 症 。	O O O O O O O O O O B M M M E O B M M M E O B M M M M M E O	dis dis dis
2 . 毛 细 血 管 损 害 包 括 ： ① 三 红 症 ： 眼 结 膜 、 颜 面 、 颈 及 上 胸 部 明 显 充 血 潮 红 ， 呈 酒 醉 貌 ； ② 出 血 ： 软 腭 、 球 结 膜 、 腋 下 和 胸 背 皮 肤 见 针 尖 大 小 出 血 点 ， 呈 特 征 性 搔 抓 样 或 条 痕 样 排 列 。	O O B M M E M E O O O O O O O O B M E M B E M S M B M E M M M M M E O O B M E O O B E O B E M B M E M B E M B M M E M M M M M M M M M M M M M M M M M M M M M E O	bod sym bod O O O sym bod O O O bod O O bod O sym sym bod O O O sym bod O O O bod O O bod O
血 片 中 可 见 血 小 板 成 堆 及 巨 大 血 小 板 ， 骨 髓 巨 核 细 胞 增 生 。	O O O O O B M E O O O O O B M E O B E B M M E O O O	bod bod bod O bod
（ 5 ） 为 膜 缺 陷 的 一 部 分 。	O O O O B M E O O O O O	sym
病 毒 学 研 究 表 明 ， 母 亲 孕 早 期 感 染 巨 细 胞 病 毒 或 A 型 流 感 病 毒 胎 儿 中 枢 神 经 系 统 发 育 障 碍 N T D s 。	O O O O O O O O O O O O O B M B M M M E M B M M M M E B M B M M M M E M M M E B M M E O	O sym O O O mic O O O O mic O O O O sym O bod O O dis
（ 四 ） 夜 间 间 歇 性 腹 膜 透 析 夜 间 间 歇 性 腹 膜 透 析 （ n o c t u r n a l i n t e r m i t t e n t p e r i t o n e a l d i a l y s i s ， N I P D ） 是 在 夜 间 交 接 ， 不 影 明 白 天 的 上 课 和 正 常 的 学 习 以 及 其 他 活 动 。	O O O B M M M M M M M E B M M M M M M M E O B M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M M E O B M M E O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	pro O pro pro pro
若 出 现 其 他 细 菌 感 染 ， 视 情 况 选 用 第 二 代 或 第 三 代 头 孢 菌 素 。	O O O O O O O O O O O O O O O O O O O O O O B M M E O	dru
幼 红 细 胞 中 未 被 利 用 的 铁 以 小 粒 的 形 式 存 在 于 胞 质 中 ， 亚 铁 氰 化 钾 可 将 其 染 成 蓝 色 。	B M M E O O O O O O O O O O O O O O O O B E O O B M M M E O O O O O O O O	bod bod bod
此 外 尚 可 有 癔 症 症 状 ， 表 现 为 精 神 失 常 ， 记 忆 力 差 ， 有 幻 觉 、 幻 视 等 。	O O O O O B E O O O O O O B M M E O B M M E O O B E O B E O O	dis sym sym sym sym
图 6 - 6 S I D S 发 病 机 制 尽 管 常 规 病 理 解 剖 不 能 发 现 明 显 的 致 死 原 因 ， 但 从 死 者 解 剖 研 究 仍 可 发 现 S I D S 患 者 存 在 一 些 病 理 征 象 ， 如 轻 度 肺 水 肿 、 肺 淤 血 和 皮 肤 瘀 点 、 瘀 斑 。	O O O O B M M E O O O O O O O O O O O O O O O O O O O O O O O O O O O O B E O O O O O O B M M E O O O O O O O O O O O O O O S M E O S M E O B E M E O B E O	dis pro dis bod sym bod sym bod sym sym
（ 二 ） 间 接 法 1 . 尿 中 色 氨 酸 降 解 产 物 的 水 平 （ 尿 色 氨 酸 负 荷 试 验 ） 尿 中 黄 尿 酸 的 排 出 量 是 维 生 素 B < s u b > 6 < s u b > 缺 乏 的 最 早 标 记 物 之 一 。	O O O O O O O O S O B M M M M M M M M E O B M M M M E O O O S O B M M M M M E O B M M M M M M M M M M M M M M M E O O O O O O O O O	bod ite ite bod ite dis
多 见 于 接 近 足 月 儿 和 足 月 儿 ， 有 剖 宫 产 、 羊 水 吸 入 、 母 亲 产 前 应 用 大 量 镇 静 剂 等 病 史 。	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B M E O O O O	dru
肥 厚 在 圆 锥 部 尤 著 ， 使 右 心 室 流 出 道 狭 窄 。	O O O O O O O O O O B M M M M E O O O	bod
透 视 下 可 见 幽 门 管 狭 窄 、 延 长 两 侧 肥 厚 幽 门 壁 呈 特 征 性 的 唇 样 结 构 凸 入 胃 腔 H P S 患 儿 病 程 尚 短 ， 无 脱 水 表 现 ， 血 浆 电 解 质 、 血 糖 水 平 及 尿 量 正 常 ， 可 立 即 手 术 。	O O O O O B M E M M M M E B M B M M M E M M M M M M M M M M M M E B M E O O O O O O O O B E O O O B M M M E O B E O O O B E O O O O O O O O O	bod sym O O O O sym O bod O O dis dis ite ite ite
蛋 白 酶 激 活 ， 可 催 化 黄 嘌 呤 脱 氢 酶 变 成 黄 嘌 呤 氧 化 酶 ， 后 者 在 恢 复 氧 供 和 血 流 时 催 化 次 黄 嘌 呤 变 成 黄 嘌 呤 ， 同 时 产 生 自 由 基 ， 进 一 步 加 重 神 经 细 胞 的 损 伤 。	B M E O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B M M E O O O O	mic bod
皮 疹 主 要 分 布 于 躯 干 及 四 肢 ， 包 括 手 掌 和 脚 底 ， 颜 面 部 较 少 见 。	B E O O O O O B E O B E O O O B E O B E O B M E O O O O	sym bod bod bod bod bod
肠 神 经 系 统 发 育 异 常 如 胆 碱 能 神 经 节 缺 乏 、 N A N C - 中 间 神 经 元 缺 乏 、 各 种 神 经 肽 能 纤 维 缺 乏 和 可 能 存 在 的 肠 壁 结 缔 组 织 缺 乏 是 H D 肠 功 能 异 常 的 原 因 。	B M M M M M M M E O B M M M M M M E O B M M M M M M M M M M E O B M M M M M M M M E O B M M M M M M M M M M M E O B M M M M M E O O O O	dis dis dis dis dis dis
孕 妇 早 期 用 血 清 学 方 法 检 测 抗 体 ， 若 胎 儿 已 受 感 染 者 可 终 止 妊 娠 。	O O O O O O O O O O O O B E O O O O O O O O O O O O O O O	bod
近 年 来 选 择 性 冠 状 动 脉 造 影 和 超 声 检 查 的 广 泛 开 展 ， 冠 状 动 脉 畸 形 更 加 引 起 临 床 界 的 注 意 。	O O O B M M M M M M M E O B M M E O O O O O O B M M M M E O O O O O O O O O O O	pro pro dis
母 亲 如 果 是 A I D S 病 人 或 H I V 感 染 者 ， 应 采 取 严 格 措 施 ， 以 防 传 给 后 代 ， 因 为 在 怀 孕 、 分 娩 和 哺 乳 期 间 均 可 使 小 儿 感 染 。	O O O O O B M M E O O O B M M M E O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	dis dis
输 尿 管 膀 胱 连 接 部 抗 反 流 机 制 在 公 元 1 5 0 年 已 被 认 识 到 ， 1 8 8 3 年 P o z z i 在 动 物 实 验 和 人 体 中 观 察 到 膀 胱 输 尿 管 反 流 ， 但 尚 不 能 确 定 是 否 为 异 常 现 象 。	B M M M M M M E O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B M M M M M E O O O O O O O O O O O O O O O	bod sym
该 药 对 血 - 脑 屏 障 渗 透 力 差 ， 对 脑 内 多 巴 胺 受 体 几 乎 无 抑 制 作 用 ， 故 无 精 神 与 神 经 不 良 反 应 ， 但 1 岁 以 下 婴 儿 血 - 脑 屏 障 功 能 发 育 尚 不 完 全 ， 仍 应 慎 用 。	O O O B M M M E O O O O O O O O B M M M E O O O O O O O O O O O O O O O O O O O O O O O O O O O B M M M E O O O O O O O O O O O O O O	bod bod bod
【 水 的 生 理 功 能 】 ① 构 成 细 胞 和 体 液 的 重 要 组 成 部 分 ， 是 保 持 每 一 个 细 胞 外 形 和 组 成 每 一 种 体 液 不 可 缺 少 的 物 质 。	O O O O O O O O O O O B E O B E O O O O O O O O O O O O O O B E O O O O O O O O B E O O O O O O O O	bod bod bod bod
维 生 素 A 缺 乏 时 ， 对 呼 吸 系 统 也 有 不 同 程 度 的 影 响 ， 使 气 管 及 支 气 管 的 上 皮 细 胞 中 间 层 的 细 胞 增 殖 ， 变 成 鳞 状 、 角 化 ， 并 使 上 皮 细 胞 的 纤 毛 脱 落 ， 失 去 上 皮 组 织 的 正 常 保 护 功 能 ， 容 易 发 生 呼 吸 系 统 的 感 染 。	B M M M M E O O O B M M E O O O O O O O O O O O B E O B M E O B M M E O O O O B E M E O O O O O O O O O O O B M M E M M M M E O O O B M M E O O O O O O O O O O O O B M M E O O O O	dis bod bod bod bod bod sym bod sym bod bod
E G O T 指 数 = E G O T + P L P E G O T - P L P E G P T 指 数 = E G P T + P L P E G P T - P L P E G O T 活 性 指 数 ≤ 1 . 8 0 为 正 常 ， E G P T 活 性 指 数 ≤ 1 . 2 5 为 正 常 。	B M M E O O O O O O O O O O O O O O O O O O O B M M M M E O O O O O O O O O O O O O O O O O B M M M M E O O O O O O O O O O O B M M E M E O O O O O O O O O O O	ite ite ite dru ite
在 成 人 和 儿 童 ， 涂 片 或 培 养 阴 性 不 能 除 外 结 核 病 。	O O O O O O O O O O O O O O O O O O B M E O	dis
V L B W 的 卡 泥 汀 合 成 能 力 低 ， 对 脂 肪 酸 的 分 解 不 利 。	B M M E O B M E O O O O O O O B M E O O O O O O	dis bod bod
可 肌 内 注 射 、 静 脉 注 射 或 静 脉 滴 注 ， 也 可 滴 鼻 或 喷 雾 吸 入 。	O B M M E O B M M E O B M M E O O O B E O B M M E O	pro pro pro pro pro
无 任 何 胰 功 能 试 验 有 足 够 敏 感 性 可 诊 断 出 轻 度 早 期 甚 至 中 度 胰 腺 炎 。	O O O O O O O O O O O O O O O O O O O O O O O O O O B M E O	dis
戴 一 次 性 胶 手 套 ， 穿 一 次 性 袜 子 、 鞋 套 。	O B M M M M E O O B M M M E O B E O	equ equ equ
关 于 S I D S 的 鉴 别 诊 断 见 图 6 - 7 。	O O B M M E O O O O O O O O O O O	dis
【 小 儿 呼 吸 心 搏 骤 停 的 特 点 】 1 . 心 搏 骤 停 在 心 电 图 上 的 常 见 三 种 表 现 形 式 为 心 室 纤 颤 、 心 脏 停 搏 和 电 机 械 分 离 。	O B M M M M M M E O O O O O O B M M E O B M E O O O O O O O O O O O B E M E O B E M E O B M M M E O	sym dis ite bod sym bod sym sym
感 觉 性 共 济 失 调 步 态 是 跨 步 大 ， 举 腿 高 ， 落 足 用 力 过 度 ， 但 视 觉 可 以 协 助 平 衡 ， 见 于 脊 髓 或 末 梢 神 经 病 变 。	O O O O O O O O O O B M E O B M E O B M M M M E O O B E O O O O O O O O O B M M M M M M M E O	sym sym sym ite dis
部 分 高 热 惊 厥 临 床 呈 不 典 型 发 作 表 现 ， 称 之 为 复 杂 性 高 热 惊 厥 ： 2 4 小 时 内 反 复 多 次 发 作 ； 发 作 惊 厥 持 续 时 间 超 过 1 5 分 钟 以 上 ； 发 作 呈 局 限 性 ， 或 左 右 明 显 不 对 称 。	O O B M M E O O O O O O O O O O O O O O B M M M M M E O O O O O O B M M M M E O B M M M M M M M M M M M M M M E O O O O B M E O O B M M M M M E O	dis dis sym sym sym sym
4 . 自 限 性 硬 肿 病 皮 肤 发 硬 ， 但 ① 病 损 发 展 快 ， 短 期 内 可 累 及 全 身 皮 肤 ， 手 、 足 常 不 受 累 ； ② 无 雷 诺 现 象 ； ③ 抗 S c l - 7 0 抗 体 等 常 阴 性 ； ④ 病 程 常 自 限 性 ； ⑤ 发 病 前 常 有 感 染 史 ， 如 流 感 、 咽 炎 及 扁 桃 体 炎 等 。	O O B M M M M E B E M E O O O O O O O O O O O O O O O O O B E O S O S O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B E O B E O B M M E O O	dis O O bod sym bod bod bod dis dis dis
最 近 研 究 显 示 ， 患 者 免 疫 细 胞 增 生 活 跃 ， C D 8 < s u p > + < / s u p > T 细 胞 增 加 ， N K 细 胞 活 性 增 强 ， 认 为 细 胞 免 疫 在 病 毒 清 除 和 致 病 机 制 中 起 双 重 作 用 。	O O O O O O O O O B M M E M M M E O B M M M M M M M M M M M M M M M M M M E O B M M E M M M E O O O O O O O O B E O O O O O O O O O O O O O O	bod sym sym bod sym mic
4 . 肌 肉 活 体 组 织 检 查 一 般 为 三 角 肌 或 四 头 肌 以 及 经 肌 电 图 或 M R I 证 实 的 病 变 部 位 ， 应 无 肌 肉 萎 缩 ， 标 本 宜 较 大 （ 2 ～ 3 c m ） ； 不 合 适 的 部 位 和 不 合 适 的 标 本 大 小 可 使 肌 活 检 结 果 阴 性 ， 疾 病 晚 期 不 宜 做 肌 活 体 组 织 检 查 ， 因 此 时 病 变 已 不 再 有 特 异 性 。	O O B M M M M M M E O O O B M E O B M E O O O B M E O B M E O O O O O O O O O O B M M E O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B M E O O O O O O O O O O O O B M M M M M E O O O O O O O O O O O O O O	pro bod bod pro pro sym pro pro
多 数 病 人 还 应 服 用 利 尿 剂 、 A C E I 、 地 高 辛 。	O O O O O O O O B M E O B M M E O B M E O	dru dru dru
肺 部 呈 局 限 性 呼 吸 音 粗 糙 ， 少 数 可 闻 水 泡 音 。	B E O B M M M M M M E O O O O B M M E O	bod sym sym
